303,125
304,21
305,21
306,181
307,20
308,23
309,38
310,33
311,16
312,26
313,88
314,29
315,34
316,71
317,34
318,42
319,30
320,76
321,31
322,52
323,63
324,57
325,122
326,34
327,28
328,18
329,56
330,22
331,31
332,61
333,16
334,70
335,28
336,28
337,42
338,19
339,23
340,35
341,9
342,26
343,30
344,11
345,17
346,35
347,26
348,23
349,17
350,26
351,22
352,40
353,14
354,37
355,12
356,31
357,20
358,30
359,24
360,26
361,35
362,29
363,13
364,28
365,22
366,18
367,26
368,37
369,31
370,35
371,12
372,40
373,33
374,42
375,8
376,10
377,31
378,41
379,64
380,52
381,14
382,42
383,62
384,12
385,64
386,5
387,38
388,54
389,8
390,19
391,14
392,10
393,11
394,16
395,7
396,28
397,22
398,20
399,15
400,19
401,50
402,17
403,56
404,19
405,34
406,45
407,31
408,55
409,22
410,32
411,70
412,39
413,57
414,35
415,15
416,15
417,26
418,23
419,26
420,19
421,15
422,16
423,28
424,6
425,14
426,1
427,10
428,28
429,56
430,5
431,48
432,20
433,18
434,25
435,19
436,21
437,1
438,20
439,14
440,43
441,6
442,7
443,39
444,56
445,14
446,60
447,79
448,7
449,54
450,14
451,21
452,46
453,5
454,5
455,17
456,29
457,9
458,14
459,11
460,26
461,8
462,2
463,3
464,1
465,25
466,25
467,34
468,67
469,8
470,20
471,67
472,27
473,39
474,74
475,29
476,12
477,27
478,11
479,25
480,15
481,15
482,25
483,18
484,9
485,13
486,38
487,125
488,27
489,61
490,16
491,127
492,58
493,17
494,25
495,34
496,17
497,45
498,31
499,52
500,113
501,43
502,67
503,77
504,61
505,127
506,59
507,24
508,75
509,136
510,23
511,65
512,86
513,20
514,56
515,75
516,65
517,32
518,47
519,57
520,22
521,64
522,63
523,32
524,72
525,68
526,152
527,53
528,60
529,48
530,143
531,73
532,40
533,130
534,70
535,38
536,128
537,38
538,27
539,63
540,24
541,25
542,77
543,11
544,52
545,75
546,41
547,47
548,90
549,42
550,138
551,55
552,58
553,38
554,140
555,39
556,71
557,89
558,120
559,66
560,72
561,147
562,54
563,73
564,73
565,149
566,66
567,83
568,65
569,84
570,69
571,77
572,70
573,115
574,52
575,80
576,130
577,56
578,57
579,79
580,44
581,60
582,120
583,46
584,63
585,58
586,88
587,44
588,90
589,88
590,57
591,122
592,112
593,61
594,104
595,40
596,62
597,110
598,135
599,89
600,104
601,38
602,126
603,100
604,16
605,130
606,27
607,14
608,112
609,8
610,16
611,137
612,8
613,5
614,8
615,6
616,8
617,19
618,19
619,13
620,16
621,13
622,13
623,9
624,16
625,12
626,14
627,20
628,15
629,18
630,7
631,15
632,17
633,16
634,15
635,14
636,21
637,8
638,18
639,14
640,9
641,8
642,10
643,21
644,18
645,29
646,10
647,38
648,17
649,17
650,18
651,27
652,32
653,25
654,12
655,100
656,20
657,56
658,76
659,42
660,1
661,30
662,14
663,16
664,19
665,12
666,61
667,70
668,81
669,96
670,21
671,87
672,98
673,67
674,27
675,40
676,33
677,21
678,20
679,18
680,43
681,29
682,22
683,26
684,44
685,27
686,35
687,22
688,135
689,27
690,69
691,20
692,26
693,26
694,19
695,16
696,24
697,43
698,32
699,19
700,30
701,6
702,28
703,9
704,16
705,18
706,42
707,19
708,20
709,12
710,10
711,13
712,5
713,23
714,17
715,14
716,11
717,34
718,21
719,38
720,10
721,46
722,25
723,53
724,17
725,7
726,57
727,28
728,34
729,15
730,11
731,30
732,10
733,38
734,13
735,26
736,5
737,8
738,14
739,4
740,8
741,8
742,4
743,13
744,5
745,10
746,5
747,4
748,12
749,13
750,6
751,9
752,11
753,10
754,8
755,5
756,11
757,12
758,9
759,7
760,8
761,13
762,12
763,7
764,9
765,4
766,5
767,8
768,8
769,16
770,7
771,10
772,9
773,9
774,8
775,8
776,10
777,10
778,11
779,11
780,9
781,10
782,10
783,5
784,4
785,3
786,6
787,6
788,6
789,5
790,12
791,7
792,8
793,6
794,9
795,3
796,7
797,9
798,12
799,7
800,9
801,8
802,7
803,6
804,10
805,2
806,10
807,8
808,10
809,8
810,2
811,9
812,3
813,7
814,3
815,13
816,7
817,4
818,8
819,17
820,7
821,5
822,3
823,16
824,3
825,9
826,7
827,4
828,2
829,4
830,6
831,7
832,5
833,11
834,13
835,9
836,4
837,10
838,14
839,8
840,5
841,10
842,7
843,6
844,7
845,9
846,11
847,4
848,4
849,2
850,12
851,11
852,12
853,2
854,12
855,9
856,8
857,12
858,14
859,7
860,3
861,8
862,11
863,8
864,9
865,6
866,4
867,12
868,4
869,5
870,7
871,3
872,3
873,3
874,10
875,7
876,13
877,7
878,5
879,8
880,10
881,8
882,8
883,2
884,8
885,8
886,7
887,7
888,11
889,7
890,6
891,1
892,6
893,9
894,6
895,6
896,7
897,9
898,14
899,10
900,11
901,2
902,8
903,7
904,18
905,9
906,10
907,8
908,12
909,5
910,9
911,2
912,9
913,1
914,12
915,19
916,35
917,10
918,26
919,29
920,31
921,31
922,40
923,32
924,40
925,34
926,33
927,13
928,28
929,18
930,21
931,33
932,40
933,28
934,37
935,37
936,12
937,30
938,22
939,29
940,42
941,30
942,25
943,29
944,11
945,34
946,34
947,28
948,34
949,38
950,26
951,27
952,24
953,16
954,27
955,16
956,33
957,20
958,18
959,23
960,27
961,30
962,20
963,29
964,36
965,25
966,30
967,36
968,45
969,13
970,25
971,40
972,25
973,17
974,31
975,22
976,23
977,21
978,54
979,20
980,24
981,56
982,18
983,30
984,30
985,32
986,18
987,27
988,20
989,28
990,55
991,28
992,31
993,24
994,57
995,16
996,31
997,30
998,27
999,15
1000,26
